"","rnames","variable","value","rank"
"20653","2377","V2374",3172.54,3
"20654","2377","V7517",4277.19,4
"20655","2377","V2725",4713.72,5
"20656","2377","V2376",4809.52,6
"20657","2377","V7518",5337.25,7
"20658","2377","V8043",5869.17,8
"20659","2377","V9659",6343.77,9
"20660","2377","V2663",7118.52,10
"20661","2378","V8048",2388.62,1
"20662","2378","V2735",2961.33,2
"20663","2378","V2728",3089.06,3
"20664","2378","V2730",4389.69,4
"20665","2378","V2381",4441.89,5
"20666","2378","V8043",4449.5,6
"20667","2378","V3522",4906.85,7
"20668","2378","V2729",5900.59,8
"20669","2378","V7517",6129.84,9
"20670","2378","V2376",6594.16,10
"20671","2379","V3513",3857.19,1
"20672","2379","V3523",4154.86,2
"20673","2379","V9144",4159.67,3
"20674","2379","V9145",4752.67,4
"20675","2379","V9147",5325.54,5
"20676","2379","V2375",5402.89,6
"20677","2379","V9153",5519.97,7
"20678","2379","V2380",5691.24,8
"20679","2379","V3512",6181.66,9
"20680","2379","V2382",6195.87,10
"20681","238","V4669",667.67,1
"20682","238","V1403",780.35,2
"20683","238","V4658",1385.87,3
"20684","238","V263",1433.08,4
"20685","238","V4656",1563.75,5
"20686","238","V4657",1648.03,6
"20687","238","V265",1669.43,7
"20688","238","V4664",1705.32,8
"20689","238","V4668",1785.98,9
"20690","238","V4652",1838.45,10
"20691","2380","V2375",2797.03,1
"20692","2380","V2382",2847.6,2
"20693","2380","V6179",3185.1,3
"20694","2380","V7512",4582.15,4
"20695","2380","V8747",5402.81,5
"20696","2380","V2379",5691.24,6
"20697","2380","V2381",6024.8,7
"20698","2380","V4793",6328.77,8
"20699","2380","V3514",6680.27,9
"20700","2380","V9153",6906.8,10
"20701","2381","V8048",2242.68,1
"20702","2381","V7512",3026.83,2
"20703","2381","V2728",3827.54,3
"20704","2381","V2375",3995.97,4
"20705","2381","V2378",4441.89,5
"20706","2381","V7516",4760.42,6
"20707","2381","V8043",5694.57,7
"20708","2381","V2376",5731.9,8
"20709","2381","V7518",5917.79,9
"20710","2381","V2380",6024.8,10
"20711","2382","V2380",2847.6,1
"20712","2382","V6179",3227.97,2
"20713","2382","V3514",3863.61,3
"20714","2382","V8747",4439.29,4
"20715","2382","V9153",4873.59,5
"20716","2382","V9149",5511.38,6
"20717","2382","V2375",5521.41,7
"20718","2382","V3523",5616.83,8
"20719","2382","V8745",5998.86,9
"20720","2382","V2379",6195.87,10
"20721","2383","V2389",1921.62,1
"20722","2383","V7533",3087.99,2
"20723","2383","V7532",3543.55,3
"20724","2383","V6896",3947.11,4
"20725","2383","V4488",4047.44,5
"20726","2383","V2391",5234.47,6
"20727","2383","V6900",5239.83,7
"20728","2383","V6897",5794.34,8
"20729","2383","V6899",6186.41,9
"20730","2383","V7539",6388.56,10
"20731","2384","V2390",349.02,1
"20732","2384","V10227",878.79,2
"20733","2384","V2386",1096.26,3
"20734","2384","V2394",1205.65,4
"20735","2384","V2395",1384.94,5
"20736","2384","V7526",1598.07,6
"20737","2384","V7527",1989.56,7
"20738","2384","V7528",2609.02,8
"20739","2384","V7523",2614.85,9
"20740","2384","V7537",2759.79,10
"20741","2385","V2393",2490.71,1
"20742","2385","V1874",2743.97,2
"20743","2385","V1869",3698.5,3
"20744","2385","V7535",4029.88,4
"20745","2385","V1307",4592.37,5
"20746","2385","V6892",5581.43,6
"20747","2385","V6899",5699.47,7
"20748","2385","V1309",6059.8,8
"20749","2385","V1303",7014.59,9
"20750","2385","V1866",7136.7,10
"20751","2386","V10227",493.16,1
"20752","2386","V2384",1096.26,2
"20753","2386","V2394",1190.61,3
"20754","2386","V2390",1192.43,4
"20755","2386","V7526",1292.61,5
"20756","2386","V7527",1457.55,6
"20757","2386","V2395",1462.69,7
"20758","2386","V7537",2066.03,8
"20759","2386","V136",2122.39,9
"20760","2386","V7528",2184.84,10
"20761","2387","V7539",2526.92,1
"20762","2387","V7536",3577.18,2
"20763","2387","V2392",3607.02,3
"20764","2387","V10220",3639.32,4
"20765","2387","V2391",4045.98,5
"20766","2387","V137",4425.59,6
"20767","2387","V7534",5260.23,7
"20768","2387","V7530",5318.51,8
"20769","2387","V7525",5975.15,9
"20770","2387","V7526",5982.4,10
"20771","2388","V1304",1741.15,1
"20772","2388","V4391",2705.8,2
"20773","2388","V7531",3458.84,3
"20774","2388","V5833",3828.45,4
"20775","2388","V202",3993.45,5
"20776","2388","V5830",4203.96,6
"20777","2388","V4613",4255.67,7
"20778","2388","V9411",4261.51,8
"20779","2388","V9410",4270.94,9
"20780","2388","V4620",4282.96,10
"20781","2389","V2383",1921.62,1
"20782","2389","V7533",2144.57,2
"20783","2389","V4488",2159.57,3
"20784","2389","V7532",3205.23,4
"20785","2389","V2391",4687.98,5
"20786","2389","V6900",5173.1,6
"20787","2389","V6896",5199.36,7
"20788","2389","V4483",5484.74,8
"20789","2389","V4482",5816.19,9
"20790","2389","V4485",6071.04,10
"20791","239","V6735",1816.69,1
"20792","239","V4685",2022.2,2
"20793","239","V1752",2821.5,3
"20794","239","V241",2945.53,4
"20795","239","V4694",3126.01,5
"20796","239","V6728",3913.78,6
"20797","239","V4686",4153.58,7
"20798","239","V247",4162.24,8
"20799","239","V6738",4199.03,9
"20800","239","V4698",4743.29,10
"20801","2390","V2384",349.02,1
"20802","2390","V2395",1082.86,2
"20803","2390","V10227",1110.02,3
"20804","2390","V2386",1192.43,4
"20805","2390","V7526",1368.12,5
"20806","2390","V2394",1537.36,6
"20807","2390","V7527",2278.89,7
"20808","2390","V7523",2397.75,8
"20809","2390","V7528",2924.14,9
"20810","2390","V7537",3030.48,10
"20811","2391","V7539",1745.8,1
"20812","2391","V7533",2549.45,2
"20813","2391","V10220",3601.67,3
"20814","2391","V2387",4045.98,4
"20815","2391","V137",4253.75,5
"20816","2391","V4488",4429.71,6
"20817","2391","V4483",4445.07,7
"20818","2391","V2389",4687.98,8
"20819","2391","V2383",5234.47,9
"20820","2391","V7534",5325.62,10
"20821","2392","V7530",2256.84,1
"20822","2392","V6499",3340.3,2
"20823","2392","V3751",3424.96,3
"20824","2392","V2387",3607.02,4
"20825","2392","V7523",3676.47,5
"20826","2392","V9411",3710.17,6
"20827","2392","V2395",3714.29,7
"20828","2392","V7526",3923.87,8
"20829","2392","V5779",3926.58,9
"20830","2392","V2390",4544.03,10
"20831","2393","V2385",2490.71,1
"20832","2393","V1309",3724.26,2
"20833","2393","V1307",4488.87,3
"20834","2393","V7535",5173.78,4
"20835","2393","V1874",5228.31,5
"20836","2393","V1310",5635.63,6
"20837","2393","V1303",5811.21,7
"20838","2393","V1869",6062.81,8
"20839","2393","V1305",6517.33,9
"20840","2393","V6116",6911.68,10
"20841","2394","V10227",715.46,1
"20842","2394","V7527",896.93,2
"20843","2394","V2386",1190.61,3
"20844","2394","V2384",1205.65,4
"20845","2394","V7528",1417.8,5
"20846","2394","V2390",1537.36,6
"20847","2394","V7537",1688.33,7
"20848","2394","V2395",2378.97,8
"20849","2394","V7526",2381.24,9
"20850","2394","V4486",2540.66,10
"20851","2395","V7526",504.39,1
"20852","2395","V2390",1082.86,2
"20853","2395","V2384",1384.94,3
"20854","2395","V2386",1462.69,4
"20855","2395","V10227",1731.04,5
"20856","2395","V2394",2378.97,6
"20857","2395","V7523",2615.96,7
"20858","2395","V7527",2895.47,8
"20859","2395","V136",3044.47,9
"20860","2395","V7537",3528.23,10
"20861","2396","V5818",744.56,1
"20862","2396","V5830",873.38,2
"20863","2396","V5833",1211.25,3
"20864","2396","V9410",1232.93,4
"20865","2396","V7529",1580.92,5
"20866","2396","V5780",1996.55,6
"20867","2396","V1050",2124.57,7
"20868","2396","V5779",2274.97,8
"20869","2396","V4391",2449.62,9
"20870","2396","V6499",2531.82,10
"20871","2397","V4129",1044.48,1
"20872","2397","V5403",1347.54,2
"20873","2397","V9960",1503.34,3
"20874","2397","V780",1764.17,4
"20875","2397","V7238",1902.31,5
"20876","2397","V5856",1905.22,6
"20877","2397","V4131",2022.2,7
"20878","2397","V5851",2050.99,8
"20879","2397","V9959",2074.15,9
"20880","2397","V9958",2142.31,10
"20881","2398","V4432",1330.26,1
"20882","2398","V91",2066.62,2
"20883","2398","V89",3270.04,3
"20884","2398","V2408",3429.82,4
"20885","2398","V2399",3769.85,5
"20886","2398","V2404",3773.45,6
"20887","2398","V4431",3816.09,7
"20888","2398","V7540",4463.53,8
"20889","2398","V77",4556.89,9
"20890","2398","V7543",4616.17,10
"20891","2399","V7543",1599.86,1
"20892","2399","V9160",2167.55,2
"20893","2399","V71",2595.98,3
"20894","2399","V4431",2808.53,4
"20895","2399","V2408",3550.73,5
"20896","2399","V2398",3769.85,6
"20897","2399","V4432",3832.83,7
"20898","2399","V2401",4119.92,8
"20899","2399","V2411",4136.68,9
"20900","2399","V3536",4616.56,10
"20901","24","V27",701.48,1
"20902","24","V10530",800.35,2
"20903","24","V4385",876.78,3
"20904","24","V26",902,4
"20905","24","V25",1108.47,5
"20906","24","V4384",1486.31,6
"20907","24","V9368",2178.4,7
"20908","24","V9364",2555.76,8
"20909","24","V7927",2865.09,9
"20910","24","V9369",3331.54,10
"20911","240","V4689",1941.88,1
"20912","240","V4679",2548.96,2
"20913","240","V4697",3798.73,3
"20914","240","V4941",4217.25,4
"20915","240","V244",4234.49,5
"20916","240","V4680",4335.25,6
"20917","240","V431",4465.25,7
"20918","240","V252",5520.71,8
"20919","240","V4944",5995.23,9
"20920","240","V7704",6051.77,10
"20921","2400","V1464",2375.45,1
"20922","2400","V7544",2556.02,2
"20923","2400","V2402",2619.11,3
"20924","2400","V1462",2813.87,4
"20925","2400","V87",3951.03,5
"20926","2400","V1451",4069.52,6
"20927","2400","V2409",4310.72,7
"20928","2400","V7545",4671.56,8
"20929","2400","V4436",5378.73,9
"20930","2400","V2406",5428.21,10
"20931","2401","V7543",2576.51,1
"20932","2401","V2407",2937.94,2
"20933","2401","V2408",2941.31,3
"20934","2401","V2405",3173.85,4
"20935","2401","V7541",3529.38,5
"20936","2401","V7540",3559.85,6
"20937","2401","V2399",4119.92,7
"20938","2401","V2411",4131.74,8
"20939","2401","V10206",4842.83,9
"20940","2401","V7546",4850.42,10
"20941","2402","V2409",2036.39,1
"20942","2402","V2400",2619.11,2
"20943","2402","V7544",3117.4,3
"20944","2402","V7545",3174.69,4
"20945","2402","V2406",3341.71,5
"20946","2402","V1464",4196.46,6
"20947","2402","V2403",4237.16,7
"20948","2402","V1460",4689.73,8
"20949","2402","V87",4876.25,9
"20950","2402","V1462",5333.24,10
"20951","2403","V2404",2916.41,1
"20952","2403","V2409",3510.43,2
"20953","2403","V2410",3669.28,3
"20954","2403","V2406",3864.45,4
"20955","2403","V2419",3895.42,5
"20956","2403","V7545",3933.89,6
"20957","2403","V2402",4237.16,7
"20958","2403","V7542",4748.48,8
"20959","2403","V7540",5161.03,9
"20960","2403","V7546",5236.54,10
"20961","2404","V91",2754.09,1
"20962","2404","V2403",2916.41,2
"20963","2404","V7540",3722.58,3
"20964","2404","V2398",3773.45,4
"20965","2404","V7545",3859.06,5
"20966","2404","V2410",4103.88,6
"20967","2404","V2408",4234.08,7
"20968","2404","V4432",4939.57,8
"20969","2404","V89",5323.12,9
"20970","2404","V4420",5341.23,10
"20971","2405","V7546",2034.09,1
"20972","2405","V7540",2938.53,2
"20973","2405","V2401",3173.85,3
"20974","2405","V7547",3262.91,4
"20975","2405","V2410",3452.73,5
"20976","2405","V2408",3880.38,6
"20977","2405","V7541",3988.37,7
"20978","2405","V2417",4384.33,8
"20979","2405","V7542",4415.4,9
"20980","2405","V2416",4477.14,10
"20981","2406","V2409",1320.93,1
"20982","2406","V1460",2942.38,2
"20983","2406","V2402",3341.71,3
"20984","2406","V2419",3507.7,4
"20985","2406","V2403",3864.45,5
"20986","2406","V1463",4671.89,6
"20987","2406","V1449",4681.87,7
"20988","2406","V2400",5428.21,8
"20989","2406","V7545",5703.08,9
"20990","2406","V1464",5789.31,10
"20991","2407","V10206",1921.92,1
"20992","2407","V7541",2648.38,2
"20993","2407","V2411",2848.51,3
"20994","2407","V2401",2937.94,4
"20995","2407","V4353",3920.9,5
"20996","2407","V7543",4115.87,6
"20997","2407","V10203",4243.76,7
"20998","2407","V2416",4874.78,8
"20999","2407","V7381",5131.68,9
"21000","2407","V2405",5296.06,10
"21001","2408","V7540",1648.51,1
"21002","2408","V2401",2941.31,2
"21003","2408","V7543",2977.66,3
"21004","2408","V2398",3429.82,4
"21005","2408","V2399",3550.73,5
"21006","2408","V2405",3880.38,6
"21007","2408","V2404",4234.08,7
"21008","2408","V7546",4323.28,8
"21009","2408","V2410",4412.54,9
"21010","2408","V4432",4546.71,10
"21011","2409","V2406",1320.93,1
"21012","2409","V2402",2036.39,2
"21013","2409","V1460",3489.6,3
"21014","2409","V2403",3510.43,4
"21015","2409","V2400",4310.72,5
"21016","2409","V2419",4449.18,6
"21017","2409","V7545",4497.68,7
"21018","2409","V1464",5093.39,8
"21019","2409","V7544",5143.82,9
"21020","2409","V1463",5146.22,10
"21021","241","V4694",1618.39,1
"21022","241","V256",2339.93,2
"21023","241","V4695",2461.58,3
"21024","241","V239",2945.53,4
"21025","241","V258",3027.36,5
"21026","241","V4656",3356.52,6
"21027","241","V6735",3500.83,7
"21028","241","V4654",3549.39,8
"21029","241","V4686",3767.91,9
"21030","241","V4657",3964.06,10
"21031","2410","V7546",1567.29,1
"21032","2410","V7542",2347.26,2
"21033","2410","V7540",2771.37,3
"21034","2410","V2405",3452.73,4
"21035","2410","V2403",3669.28,5
"21036","2410","V7547",3801.9,6
"21037","2410","V2404",4103.88,7
"21038","2410","V2419",4313.61,8
"21039","2410","V2408",4412.54,9
"21040","2410","V2415",4538.36,10
"21041","2411","V2407",2848.51,1
"21042","2411","V9160",3060.81,2
"21043","2411","V10206",3119.62,3
"21044","2411","V10203",3185.8,4
"21045","2411","V7543",3290.23,5
"21046","2411","V3536",3850.18,6
"21047","2411","V2401",4131.74,7
"21048","2411","V2399",4136.68,8
"21049","2411","V71",4723.96,9
"21050","2411","V10205",5115.43,10
"21051","2412","V1213",2406.42,1
"21052","2412","V6349",3455.56,2
"21053","2412","V7548",4223.46,3
"21054","2412","V1206",4582.46,4
"21055","2412","V6346",4776.04,5
"21056","2412","V2415",4912.04,6
"21057","2412","V6049",4961.74,7
"21058","2412","V1211",5100.66,8
"21059","2412","V2414",5732.46,9
"21060","2412","V1210",5930.35,10
"21061","2413","V2418",2227.65,1
"21062","2413","V4444",2874.32,2
"21063","2413","V4443",3245.47,3
"21064","2413","V10242",3419.21,4
"21065","2413","V2414",4292.47,5
"21066","2413","V100",4694.48,6
"21067","2413","V97",5028.76,7
"21068","2413","V1446",5977.99,8
"21069","2413","V103",6296.86,9
"21070","2413","V7548",6393.35,10
"21071","2414","V7548",2489.73,1
"21072","2414","V10242",2644.65,2
"21073","2414","V7547",3705.49,3
"21074","2414","V2415",3755.19,4
"21075","2414","V2418",3820.5,5
"21076","2414","V2413",4292.47,6
"21077","2414","V2417",4311.98,7
"21078","2414","V7542",5232.71,8
"21079","2414","V4444",5481.73,9
"21080","2414","V2412",5732.46,10
"21081","2415","V7548",1524.96,1
"21082","2415","V7542",2191.68,2
"21083","2415","V7547",3148.16,3
"21084","2415","V2419",3402.79,4
"21085","2415","V2414",3755.19,5
"21086","2415","V7546",4470.46,6
"21087","2415","V2410",4538.36,7
"21088","2415","V2412",4912.04,8
"21089","2415","V2405",6002.35,9
"21090","2415","V2417",6205.26,10
"21091","2416","V7541",2249.22,1
"21092","2416","V2417",2316.5,2
"21093","2416","V4353",2600.15,3
"21094","2416","V4355",4122.13,4
"21095","2416","V2405",4477.14,5
"21096","2416","V2407",4874.78,6
"21097","2416","V7547",5137.67,7
"21098","2416","V10242",5387.99,8
"21099","2416","V2401",5388.84,9
"21100","2416","V10206",5726.42,10
"21101","2417","V2416",2316.5,1
"21102","2417","V10242",3369.32,2
"21103","2417","V7547",3458.99,3
"21104","2417","V7541",4225.4,4
"21105","2417","V2414",4311.98,5
"21106","2417","V2405",4384.33,6
"21107","2417","V4355",4452.06,7
"21108","2417","V2418",4852.92,8
"21109","2417","V4353",4875.98,9
"21110","2417","V7546",5309.45,10
"21111","2418","V4444",1661.26,1
"21112","2418","V10242",1674.18,2
"21113","2418","V2413",2227.65,3
"21114","2418","V4443",3192.51,4
"21115","2418","V2414",3820.5,5
"21116","2418","V103",4746.36,6
"21117","2418","V2417",4852.92,7
"21118","2418","V4355",4974.58,8
"21119","2418","V97",5393.35,9
"21120","2418","V7548",6290.28,10
"21121","2419","V7542",3099.76,1
"21122","2419","V2415",3402.79,2
"21123","2419","V2406",3507.7,3
"21124","2419","V2403",3895.42,4
"21125","2419","V2410",4313.61,5
"21126","2419","V2409",4449.18,6
"21127","2419","V7548",4777.65,7
"21128","2419","V7546",5325.65,8
"21129","2419","V7547",5667.88,9
"21130","2419","V1460",5814.24,10
"21131","242","V4652",536.59,1
"21132","242","V268",663.34,2
"21133","242","V270",689.11,3
"21134","242","V263",768.61,4
"21135","242","V267",1115.06,5
"21136","242","V4654",1720.47,6
"21137","242","V4671",1954.57,7
"21138","242","V236",2046.67,8
"21139","242","V238",2128.09,9
"21140","242","V4664",2158.19,10
"21141","2420","V7549",713.33,1
"21142","2420","V10400",1086.67,2
"21143","2420","V9164",1498.49,3
"21144","2420","V7490",1656.1,4
"21145","2420","V3547",1788.45,5
"21146","2420","V3543",1826.13,6
"21147","2420","V3552",1931,7
"21148","2420","V3553",2193.99,8
"21149","2420","V2372",2552.09,9
"21150","2420","V3545",2796.74,10
"21151","2421","V7558",2229.69,1
"21152","2421","V2438",2939.14,2
"21153","2421","V7555",3078.85,3
"21154","2421","V2431",3099.34,4
"21155","2421","V7559",3531.33,5
"21156","2421","V7556",3822.4,6
"21157","2421","V2430",4463.85,7
"21158","2421","V2422",5054.19,8
"21159","2421","V2425",5303.89,9
"21160","2421","V7554",5588.79,10
"21161","2422","V2434",1456.58,1
"21162","2422","V2440",2379.3,2
"21163","2422","V10401",2751.44,3
"21164","2422","V2431",2916.88,4
"21165","2422","V2425",3551.36,5
"21166","2422","V7552",3920.63,6
"21167","2422","V7562",4239.35,7
"21168","2422","V7559",4467.15,8
"21169","2422","V2423",4533.01,9
"21170","2422","V2421",5054.19,10
"21171","2423","V7562",1580.99,1
"21172","2423","V2440",2349.21,2
"21173","2423","V7563",2786.23,3
"21174","2423","V7551",2919.17,4
"21175","2423","V2439",3249.63,5
"21176","2423","V7552",3783.38,6
"21177","2423","V2434",3945.08,7
"21178","2423","V2425",4008.62,8
"21179","2423","V7550",4468.66,9
"21180","2423","V2422",4533.01,10
"21181","2424","V7567",1816.59,1
"21182","2424","V7566",2255.42,2
"21183","2424","V9333",2404.23,3
"21184","2424","V2427",2752.99,4
"21185","2424","V3695",3080.9,5
"21186","2424","V9335",4025.17,6
"21187","2424","V7565",4644.38,7
"21188","2424","V7564",5155.61,8
"21189","2424","V2428",5155.63,9
"21190","2424","V9302",5227.62,10
"21191","2425","V7559",2304.69,1
"21192","2425","V7554",2739.66,2
"21193","2425","V7551",2848.95,3
"21194","2425","V2422",3551.36,4
"21195","2425","V2440",3703.81,5
"21196","2425","V2423",4008.62,6
"21197","2425","V2434",4378.18,7
